Invoice ID,Branch,City,Customer type,Gender,Product line,Unit price,Quantity,Tax 5%,Total,Date,Time,Payment,cogs,gross margin percentage,gross income,Rating,Month,DayOfWeek
834-61-8124,a,yangon,normal,male,electronic accessories,0.463,0.667,0.392,0.392,2019-01-26,18:22,cash,0.392,0.0,0.392,0.25,January,Saturday
115-99-4379,b,mandalay,member,female,fashion accessories,0.497,0.667,0.416,0.416,2019-03-14,19:02,credit card,0.416,0.0,0.416,0.75,March,Thursday
565-67-6697,b,mandalay,member,male,home and lifestyle,0.188,0.889,0.26,0.26,2019-03-02,14:16,cash,0.26,0.0,0.26,0.133,March,Saturday
320-49-6392,c,naypyitaw,normal,female,electronic accessories,0.224,0.0,0.022,0.022,2019-03-04,15:44,cash,0.022,0.0,0.022,0.733,March,Monday
889-04-9723,b,mandalay,member,female,food and beverages,0.88,0.333,0.386,0.386,2019-01-07,12:20,credit card,0.386,0.0,0.386,0.633,January,Monday
632-90-0281,c,naypyitaw,normal,female,fashion accessories,0.306,1.0,0.408,0.408,2019-03-08,20:01,credit card,0.408,0.0,0.408,0.883,March,Friday
453-63-6187,b,mandalay,normal,male,electronic accessories,0.194,0.222,0.081,0.081,2019-03-01,15:40,ewallet,0.081,0.0,0.081,0.417,March,Friday
578-80-7669,b,mandalay,normal,male,sports and travel,0.722,0.0,0.072,0.072,2019-03-16,16:58,cash,0.072,0.0,0.072,0.267,March,Saturday
612-36-5536,a,yangon,member,male,food and beverages,0.789,0.778,0.711,0.711,2019-02-17,11:12,credit card,0.711,0.0,0.711,0.567,February,Sunday
605-72-4132,c,naypyitaw,normal,female,food and beverages,0.939,0.778,0.832,0.832,2019-02-27,15:12,cash,0.832,0.0,0.832,0.85,February,Wednesday
471-41-2823,c,naypyitaw,normal,male,food and beverages,0.998,0.111,0.211,0.211,2019-03-07,20:37,ewallet,0.211,0.0,0.211,0.667,March,Thursday
462-67-9126,a,yangon,normal,male,home and lifestyle,0.702,0.556,0.479,0.479,2019-01-21,17:44,cash,0.479,0.0,0.479,0.533,January,Monday
272-27-9238,c,naypyitaw,normal,female,food and beverages,0.347,0.333,0.173,0.173,2019-02-19,16:23,cash,0.173,0.0,0.173,0.517,February,Tuesday
834-25-9262,c,naypyitaw,normal,female,fashion accessories,0.797,0.333,0.353,0.353,2019-01-06,12:12,cash,0.353,0.0,0.353,0.85,January,Sunday
122-61-9553,c,naypyitaw,normal,female,electronic accessories,0.459,0.889,0.504,0.504,2019-03-14,19:33,cash,0.504,0.0,0.504,0.267,March,Thursday
468-88-0009,a,yangon,member,male,home and lifestyle,0.621,0.333,0.283,0.283,2019-03-24,10:29,cash,0.283,0.0,0.283,0.333,March,Sunday
613-59-9758,c,naypyitaw,normal,female,sports and travel,0.048,1.0,0.149,0.149,2019-01-27,14:28,cash,0.149,0.0,0.149,0.233,January,Sunday
254-31-0042,a,yangon,member,male,electronic accessories,0.127,0.889,0.205,0.205,2019-03-06,12:46,credit card,0.205,0.0,0.205,0.633,March,Wednesday
201-86-2184,b,mandalay,member,female,electronic accessories,0.18,0.667,0.194,0.194,2019-02-02,19:40,cash,0.194,0.0,0.194,0.983,February,Saturday
261-12-8671,b,mandalay,normal,female,fashion accessories,0.566,0.111,0.125,0.125,2019-01-25,19:39,credit card,0.125,0.0,0.125,0.15,January,Friday
730-70-9830,c,naypyitaw,normal,female,home and lifestyle,0.668,0.556,0.458,0.458,2019-03-14,17:54,ewallet,0.458,0.0,0.458,0.2,March,Thursday
382-25-8917,c,naypyitaw,normal,male,fashion accessories,0.356,0.556,0.27,0.27,2019-01-29,12:25,cash,0.27,0.0,0.27,0.817,January,Tuesday
422-29-8786,a,yangon,normal,female,home and lifestyle,0.634,0.444,0.363,0.363,2019-01-03,16:47,credit card,0.363,0.0,0.363,0.85,January,Thursday
667-23-5919,a,yangon,member,female,fashion accessories,0.964,0.444,0.528,0.528,2019-01-14,12:52,ewallet,0.528,0.0,0.528,0.5,January,Monday
843-01-4703,b,mandalay,member,female,home and lifestyle,0.281,0.889,0.344,0.344,2019-01-05,19:50,credit card,0.344,0.0,0.344,0.933,January,Saturday
743-88-1662,c,naypyitaw,normal,male,sports and travel,0.95,0.667,0.734,0.734,2019-02-22,18:17,ewallet,0.734,0.0,0.734,0.783,February,Friday
595-86-2894,c,naypyitaw,member,male,fashion accessories,0.967,0.333,0.421,0.421,2019-02-06,17:20,ewallet,0.421,0.0,0.421,0.9,February,Wednesday
182-69-8360,b,mandalay,normal,female,electronic accessories,0.151,0.333,0.094,0.094,2019-01-30,13:32,credit card,0.094,0.0,0.094,0.0,January,Wednesday
289-15-7034,a,yangon,member,male,sports and travel,0.804,0.333,0.356,0.356,2019-01-11,10:37,credit card,0.356,0.0,0.356,0.583,January,Friday
462-78-5240,c,naypyitaw,normal,female,electronic accessories,0.184,0.111,0.048,0.048,2019-03-19,14:35,cash,0.048,0.0,0.048,0.033,March,Tuesday
868-52-7573,b,mandalay,normal,female,food and beverages,0.997,0.444,0.545,0.545,2019-01-14,12:09,cash,0.545,0.0,0.545,0.983,January,Monday
153-58-4872,c,naypyitaw,member,female,food and beverages,0.721,0.333,0.323,0.323,2019-03-01,15:32,ewallet,0.323,0.0,0.323,0.033,March,Friday
662-72-2873,a,yangon,normal,female,food and beverages,0.343,0.444,0.217,0.217,2019-01-06,13:58,ewallet,0.217,0.0,0.217,0.983,January,Sunday
525-88-7307,b,mandalay,member,male,sports and travel,0.731,0.0,0.073,0.073,2019-01-31,13:19,cash,0.073,0.0,0.073,0.3,January,Thursday
689-16-9784,c,naypyitaw,normal,male,food and beverages,0.408,0.556,0.302,0.302,2019-03-11,13:37,cash,0.302,0.0,0.302,0.333,March,Monday
725-56-0833,a,yangon,normal,female,health and beauty,0.247,1.0,0.349,0.349,2019-02-20,16:49,credit card,0.349,0.0,0.349,1.0,February,Wednesday
394-41-0748,c,naypyitaw,member,female,fashion accessories,0.489,0.889,0.532,0.532,2019-01-27,14:55,ewallet,0.532,0.0,0.532,0.917,January,Sunday
596-42-3999,b,mandalay,normal,male,food and beverages,0.091,0.667,0.131,0.131,2019-03-10,14:04,credit card,0.131,0.0,0.131,0.433,March,Sunday
541-89-9860,c,naypyitaw,member,female,fashion accessories,0.783,0.222,0.258,0.258,2019-02-15,12:31,cash,0.258,0.0,0.258,0.683,February,Friday
173-82-9529,b,mandalay,normal,female,fashion accessories,0.31,1.0,0.412,0.412,2019-01-26,14:51,cash,0.412,0.0,0.412,0.95,January,Saturday
563-36-9814,a,yangon,member,male,electronic accessories,0.743,0.0,0.074,0.074,2019-02-13,18:27,ewallet,0.074,0.0,0.074,0.533,February,Wednesday
308-47-4913,a,yangon,member,female,sports and travel,0.469,1.0,0.572,0.572,2019-03-09,12:45,credit card,0.572,0.0,0.572,0.367,March,Saturday
885-17-6250,a,yangon,normal,female,health and beauty,0.775,0.0,0.078,0.078,2019-03-06,10:36,ewallet,0.078,0.0,0.078,0.55,March,Wednesday
726-27-2396,a,yangon,normal,female,health and beauty,0.75,0.444,0.421,0.421,2019-01-24,20:36,ewallet,0.421,0.0,0.421,0.05,January,Thursday
316-01-3952,a,yangon,normal,female,food and beverages,0.492,0.444,0.291,0.291,2019-03-13,14:16,ewallet,0.291,0.0,0.291,0.1,March,Wednesday
760-54-1821,b,mandalay,normal,male,home and lifestyle,0.039,0.889,0.125,0.125,2019-03-15,10:26,cash,0.125,0.0,0.125,0.3,March,Friday
793-10-3222,b,mandalay,member,female,health and beauty,0.345,0.556,0.264,0.264,2019-03-05,13:30,credit card,0.264,0.0,0.264,0.717,March,Tuesday
346-12-3257,b,mandalay,member,male,electronic accessories,0.102,0.889,0.182,0.182,2019-03-04,16:28,cash,0.182,0.0,0.182,0.667,March,Monday
110-05-6330,c,naypyitaw,normal,female,food and beverages,0.327,0.556,0.253,0.253,2019-03-25,20:18,credit card,0.253,0.0,0.253,0.9,March,Monday
651-61-0874,c,naypyitaw,normal,male,home and lifestyle,0.402,0.333,0.195,0.195,2019-03-12,20:04,credit card,0.195,0.0,0.195,0.367,March,Tuesday
236-86-3015,c,naypyitaw,member,male,home and lifestyle,0.043,0.0,0.004,0.004,2019-02-04,13:38,ewallet,0.004,0.0,0.004,0.967,February,Monday
831-64-0259,b,mandalay,normal,female,fashion accessories,0.33,0.444,0.21,0.21,2019-02-22,10:43,ewallet,0.21,0.0,0.21,0.933,February,Friday
587-03-7455,c,naypyitaw,member,female,fashion accessories,0.976,0.667,0.752,0.752,2019-02-16,17:30,ewallet,0.752,0.0,0.752,0.15,February,Saturday
882-40-4577,a,yangon,member,male,sports and travel,0.636,0.333,0.289,0.289,2019-01-19,15:28,credit card,0.289,0.0,0.289,0.667,January,Saturday
732-67-5346,a,yangon,normal,male,food and beverages,0.041,0.444,0.066,0.066,2019-01-11,19:07,credit card,0.066,0.0,0.066,0.633,January,Friday
725-32-9708,b,mandalay,member,female,fashion accessories,0.652,0.333,0.295,0.295,2019-01-04,19:01,cash,0.295,0.0,0.295,0.017,January,Friday
256-08-8343,a,yangon,normal,female,home and lifestyle,0.517,0.333,0.241,0.241,2019-03-04,19:48,ewallet,0.241,0.0,0.241,0.25,March,Monday
372-26-1506,c,naypyitaw,normal,female,fashion accessories,0.153,0.444,0.122,0.122,2019-01-28,19:24,ewallet,0.122,0.0,0.122,0.233,January,Monday
244-08-0162,b,mandalay,normal,female,health and beauty,0.268,1.0,0.37,0.37,2019-01-02,13:00,cash,0.37,0.0,0.37,0.183,January,Wednesday
569-71-4390,b,mandalay,normal,male,sports and travel,0.131,0.111,0.037,0.037,2019-01-25,14:29,ewallet,0.037,0.0,0.037,0.483,January,Friday
132-23-6451,a,yangon,member,male,health and beauty,0.121,0.444,0.106,0.106,2019-01-04,13:21,cash,0.106,0.0,0.106,0.633,January,Friday
696-90-2548,a,yangon,normal,male,sports and travel,0.175,0.222,0.075,0.075,2019-03-10,18:55,ewallet,0.075,0.0,0.075,0.433,March,Sunday
472-15-9636,a,yangon,normal,male,home and lifestyle,0.454,0.778,0.443,0.443,2019-03-22,19:36,ewallet,0.443,0.0,0.443,0.867,March,Friday
268-03-6164,b,mandalay,normal,male,health and beauty,0.957,0.0,0.096,0.096,2019-01-25,16:28,ewallet,0.096,0.0,0.096,0.633,January,Friday
750-57-9686,c,naypyitaw,normal,female,home and lifestyle,0.393,0.333,0.191,0.191,2019-01-08,13:48,credit card,0.191,0.0,0.191,0.783,January,Tuesday
186-09-3669,c,naypyitaw,member,female,health and beauty,0.795,0.0,0.08,0.08,2019-01-22,10:57,ewallet,0.08,0.0,0.08,0.867,January,Tuesday
848-07-1692,b,mandalay,normal,female,health and beauty,0.524,0.111,0.116,0.116,2019-01-12,17:13,ewallet,0.116,0.0,0.116,0.717,January,Saturday
745-71-3520,a,yangon,member,female,electronic accessories,0.168,0.667,0.186,0.186,2019-02-04,10:23,cash,0.186,0.0,0.186,0.7,February,Monday
266-76-6436,c,naypyitaw,member,female,food and beverages,0.317,0.222,0.118,0.118,2019-03-28,13:57,ewallet,0.118,0.0,0.118,0.583,March,Thursday
740-22-2500,c,naypyitaw,normal,female,electronic accessories,0.823,0.222,0.27,0.27,2019-01-23,13:29,cash,0.27,0.0,0.27,0.967,January,Wednesday
301-81-8610,b,mandalay,member,male,fashion accessories,0.171,0.778,0.216,0.216,2019-03-19,19:42,credit card,0.216,0.0,0.216,0.45,March,Tuesday
489-64-4354,c,naypyitaw,normal,male,fashion accessories,0.069,0.0,0.007,0.007,2019-03-09,15:36,cash,0.007,0.0,0.007,0.167,March,Saturday
198-84-7132,b,mandalay,member,male,fashion accessories,0.34,0.889,0.396,0.396,2019-01-02,13:40,cash,0.396,0.0,0.396,0.5,January,Wednesday
269-10-8440,a,yangon,member,male,health and beauty,0.479,0.667,0.404,0.404,2019-01-21,18:01,cash,0.404,0.0,0.404,0.817,January,Monday
650-98-6268,b,mandalay,member,female,food and beverages,0.12,0.222,0.059,0.059,2019-03-20,13:53,credit card,0.059,0.0,0.059,0.667,March,Wednesday
741-73-3559,b,mandalay,normal,male,sports and travel,0.636,0.444,0.364,0.364,2019-02-27,17:27,cash,0.364,0.0,0.364,0.483,February,Wednesday
325-77-6186,a,yangon,member,female,home and lifestyle,0.896,1.0,1.0,1.0,2019-03-08,10:53,ewallet,1.0,0.0,1.0,0.55,March,Friday
286-75-7818,b,mandalay,normal,male,fashion accessories,0.656,0.111,0.143,0.143,2019-01-31,19:48,credit card,0.143,0.0,0.143,0.483,January,Thursday
574-57-9721,c,naypyitaw,normal,male,food and beverages,0.369,0.111,0.085,0.085,2019-03-08,16:53,ewallet,0.085,0.0,0.085,0.283,March,Friday
459-50-7686,a,yangon,normal,female,electronic accessories,0.149,0.556,0.146,0.146,2019-01-13,19:14,ewallet,0.146,0.0,0.146,0.4,January,Sunday
616-87-0016,b,mandalay,normal,male,fashion accessories,0.951,0.667,0.735,0.735,2019-03-09,14:36,credit card,0.735,0.0,0.735,0.933,March,Saturday
837-55-7229,b,mandalay,normal,female,fashion accessories,0.416,0.0,0.042,0.042,2019-02-22,18:19,credit card,0.042,0.0,0.042,0.467,February,Friday
751-69-0068,c,naypyitaw,normal,male,sports and travel,0.992,0.889,0.985,0.985,2019-03-19,19:09,ewallet,0.985,0.0,0.985,0.833,March,Tuesday
257-73-1380,c,naypyitaw,member,male,sports and travel,0.811,0.333,0.359,0.359,2019-01-20,16:51,ewallet,0.359,0.0,0.359,0.933,January,Sunday
345-08-4992,a,yangon,normal,male,home and lifestyle,0.266,0.556,0.216,0.216,2019-03-08,15:37,credit card,0.216,0.0,0.216,0.617,March,Friday
549-96-4200,c,naypyitaw,member,male,food and beverages,0.077,0.333,0.065,0.065,2019-03-08,20:15,ewallet,0.065,0.0,0.065,0.5,March,Friday
810-60-6344,c,naypyitaw,normal,female,electronic accessories,0.342,0.778,0.353,0.353,2019-02-07,14:38,credit card,0.353,0.0,0.353,0.417,February,Thursday
450-28-2866,c,naypyitaw,member,male,food and beverages,0.082,0.444,0.086,0.086,2019-01-15,19:25,cash,0.086,0.0,0.086,0.683,January,Tuesday
394-30-3170,b,mandalay,member,female,sports and travel,0.872,0.778,0.778,0.778,2019-03-22,19:35,credit card,0.778,0.0,0.778,0.05,March,Friday
138-17-5109,a,yangon,member,female,home and lifestyle,0.88,0.889,0.884,0.884,2019-01-15,15:42,credit card,0.884,0.0,0.884,0.417,January,Tuesday
192-98-7397,c,naypyitaw,normal,male,fashion accessories,0.03,0.0,0.003,0.003,2019-01-08,14:11,ewallet,0.003,0.0,0.003,0.917,January,Tuesday
301-11-9629,a,yangon,normal,female,sports and travel,0.1,0.667,0.138,0.138,2019-01-15,10:43,cash,0.138,0.0,0.138,0.95,January,Tuesday
390-80-5128,b,mandalay,member,female,health and beauty,0.101,0.0,0.01,0.01,2019-01-28,17:58,credit card,0.01,0.0,0.01,0.917,January,Monday
235-46-8343,c,naypyitaw,member,male,food and beverages,0.196,1.0,0.297,0.297,2019-02-14,11:26,credit card,0.297,0.0,0.297,0.817,February,Thursday
453-12-7053,c,naypyitaw,normal,male,fashion accessories,0.397,0.222,0.142,0.142,2019-03-10,17:38,credit card,0.142,0.0,0.142,0.417,March,Sunday
296-11-7041,b,mandalay,member,female,health and beauty,0.189,0.0,0.019,0.019,2019-01-12,20:07,credit card,0.019,0.0,0.019,0.217,January,Saturday
449-27-2918,b,mandalay,member,female,sports and travel,0.323,0.0,0.032,0.032,2019-03-26,11:02,credit card,0.032,0.0,0.032,0.933,March,Tuesday
891-01-7034,b,mandalay,normal,female,electronic accessories,0.719,0.556,0.489,0.489,2019-01-01,19:07,cash,0.489,0.0,0.489,0.45,January,Tuesday
744-09-5786,b,mandalay,normal,male,electronic accessories,0.133,0.556,0.136,0.136,2019-01-02,18:50,cash,0.136,0.0,0.136,0.6,January,Wednesday
727-17-0390,a,yangon,normal,female,food and beverages,0.596,0.444,0.343,0.343,2019-03-16,12:43,ewallet,0.343,0.0,0.343,0.133,March,Saturday
568-88-3448,a,yangon,normal,male,health and beauty,0.166,0.0,0.017,0.017,2019-03-03,15:09,ewallet,0.017,0.0,0.017,0.25,March,Sunday
187-83-5490,a,yangon,member,male,electronic accessories,0.119,0.333,0.081,0.081,2019-01-31,13:47,cash,0.081,0.0,0.081,0.117,January,Thursday
767-54-1907,b,mandalay,member,female,fashion accessories,0.217,0.444,0.154,0.154,2019-02-13,16:59,cash,0.154,0.0,0.154,0.483,February,Wednesday
710-46-4433,b,mandalay,member,female,food and beverages,0.749,0.889,0.766,0.766,2019-02-15,14:15,credit card,0.766,0.0,0.766,0.083,February,Friday
533-33-5337,b,mandalay,normal,male,electronic accessories,0.771,1.0,0.874,0.874,2019-02-07,20:24,cash,0.874,0.0,0.874,0.367,February,Thursday
325-90-8763,c,naypyitaw,member,female,electronic accessories,0.406,1.0,0.508,0.508,2019-01-27,13:58,cash,0.508,0.0,0.508,0.6,January,Sunday
729-46-7422,c,naypyitaw,normal,male,food and beverages,0.287,0.0,0.029,0.029,2019-02-23,16:52,credit card,0.029,0.0,0.029,0.65,February,Saturday
639-76-1242,c,naypyitaw,normal,male,food and beverages,0.339,0.444,0.215,0.215,2019-02-03,15:19,cash,0.215,0.0,0.215,0.083,February,Sunday
234-03-4040,b,mandalay,member,female,food and beverages,0.701,1.0,0.804,0.804,2019-03-03,12:25,credit card,0.804,0.0,0.804,0.783,March,Sunday
326-71-2155,c,naypyitaw,normal,female,sports and travel,0.711,0.333,0.319,0.319,2019-02-03,10:02,cash,0.319,0.0,0.319,0.35,February,Sunday
320-32-8842,c,naypyitaw,member,female,food and beverages,0.14,0.0,0.014,0.014,2019-03-17,18:58,cash,0.014,0.0,0.014,0.4,March,Sunday
470-32-9057,a,yangon,member,male,food and beverages,0.459,0.444,0.275,0.275,2019-03-28,15:31,credit card,0.275,0.0,0.275,0.85,March,Thursday
878-30-2331,c,naypyitaw,member,female,sports and travel,0.495,1.0,0.597,0.597,2019-03-02,11:22,credit card,0.597,0.0,0.597,0.517,March,Saturday
440-59-5691,c,naypyitaw,member,female,health and beauty,0.301,0.667,0.279,0.279,2019-02-08,13:12,credit card,0.279,0.0,0.279,0.617,February,Friday
554-53-3790,b,mandalay,normal,male,sports and travel,0.3,0.556,0.236,0.236,2019-03-22,18:33,cash,0.236,0.0,0.236,0.083,March,Friday
746-19-0921,c,naypyitaw,normal,male,food and beverages,0.128,0.0,0.013,0.013,2019-02-09,10:02,ewallet,0.013,0.0,0.013,0.533,February,Saturday
233-34-0817,c,naypyitaw,member,female,electronic accessories,0.988,0.0,0.099,0.099,2019-02-15,11:21,cash,0.099,0.0,0.099,0.733,February,Friday
767-05-1286,c,naypyitaw,member,female,home and lifestyle,0.82,0.556,0.549,0.549,2019-01-23,12:10,ewallet,0.549,0.0,0.549,0.233,January,Wednesday
340-21-9136,a,yangon,member,female,sports and travel,0.333,0.333,0.167,0.167,2019-01-25,11:40,cash,0.167,0.0,0.167,0.95,January,Friday
405-31-3305,a,yangon,member,male,fashion accessories,0.368,1.0,0.47,0.47,2019-02-02,18:31,credit card,0.47,0.0,0.47,0.25,February,Saturday
731-59-7531,b,mandalay,member,male,health and beauty,0.695,0.778,0.636,0.636,2019-03-30,17:58,cash,0.636,0.0,0.636,0.1,March,Saturday
676-39-6028,a,yangon,member,female,electronic accessories,0.605,0.444,0.348,0.348,2019-03-30,17:04,cash,0.348,0.0,0.348,0.433,March,Saturday
502-05-1910,a,yangon,normal,male,health and beauty,0.613,0.222,0.207,0.207,2019-02-25,20:35,credit card,0.207,0.0,0.207,0.383,February,Monday
485-30-8700,a,yangon,normal,female,sports and travel,0.258,0.444,0.174,0.174,2019-03-18,16:10,credit card,0.174,0.0,0.174,0.033,March,Monday
598-47-9715,c,naypyitaw,normal,male,electronic accessories,0.823,0.333,0.364,0.364,2019-03-07,16:54,ewallet,0.364,0.0,0.364,0.067,March,Thursday
701-69-8742,b,mandalay,normal,male,sports and travel,0.27,1.0,0.372,0.372,2019-03-16,10:11,ewallet,0.372,0.0,0.372,0.45,March,Saturday
575-67-1508,a,yangon,normal,male,electronic accessories,0.317,0.0,0.032,0.032,2019-01-29,11:26,ewallet,0.032,0.0,0.032,0.45,January,Tuesday
541-08-3113,c,naypyitaw,normal,male,food and beverages,0.622,0.778,0.577,0.577,2019-02-02,20:29,cash,0.577,0.0,0.577,0.733,February,Saturday
246-11-3901,c,naypyitaw,normal,female,electronic accessories,0.253,1.0,0.355,0.355,2019-02-15,12:12,cash,0.355,0.0,0.355,0.367,February,Friday
674-15-9296,a,yangon,normal,male,sports and travel,0.301,0.444,0.196,0.196,2019-01-08,13:05,ewallet,0.196,0.0,0.196,0.167,January,Tuesday
305-18-3552,b,mandalay,member,male,home and lifestyle,0.56,1.0,0.662,0.662,2019-02-12,16:19,cash,0.662,0.0,0.662,0.333,February,Tuesday
493-65-6248,c,naypyitaw,member,female,sports and travel,0.299,1.0,0.401,0.401,2019-01-01,19:48,credit card,0.401,0.0,0.401,0.5,January,Tuesday
438-01-4015,b,mandalay,member,female,sports and travel,0.438,0.333,0.21,0.21,2019-03-21,15:25,ewallet,0.21,0.0,0.21,0.433,March,Thursday
709-58-4068,b,mandalay,normal,female,fashion accessories,0.345,1.0,0.447,0.447,2019-02-28,14:42,cash,0.447,0.0,0.447,0.55,February,Thursday
795-49-7276,a,yangon,normal,male,fashion accessories,0.301,0.333,0.154,0.154,2019-03-23,18:59,ewallet,0.154,0.0,0.154,0.717,March,Saturday
556-72-8512,c,naypyitaw,normal,male,home and lifestyle,0.143,0.0,0.014,0.014,2019-01-30,20:47,cash,0.014,0.0,0.014,0.05,January,Wednesday
627-95-3243,b,mandalay,member,female,home and lifestyle,0.752,0.889,0.769,0.769,2019-02-04,13:21,ewallet,0.769,0.0,0.769,0.967,February,Monday
686-41-0932,b,mandalay,normal,female,fashion accessories,0.274,0.111,0.066,0.066,2019-03-13,19:48,ewallet,0.066,0.0,0.066,0.7,March,Wednesday
510-09-5628,a,yangon,member,female,fashion accessories,0.107,1.0,0.208,0.208,2019-03-15,18:20,credit card,0.208,0.0,0.208,0.533,March,Friday
608-04-3797,b,mandalay,member,female,health and beauty,0.17,0.778,0.215,0.215,2019-03-05,20:24,ewallet,0.215,0.0,0.215,0.783,March,Tuesday
148-82-2527,c,naypyitaw,member,female,home and lifestyle,0.023,1.0,0.124,0.124,2019-03-05,13:44,credit card,0.124,0.0,0.124,0.733,March,Tuesday
437-53-3084,b,mandalay,normal,male,fashion accessories,0.999,0.111,0.212,0.212,2019-02-26,11:48,ewallet,0.212,0.0,0.212,0.517,February,Tuesday
632-32-4574,b,mandalay,normal,male,sports and travel,0.733,0.778,0.666,0.666,2019-03-20,14:14,cash,0.666,0.0,0.666,0.25,March,Wednesday
556-97-7101,c,naypyitaw,normal,female,electronic accessories,0.591,0.111,0.13,0.13,2019-01-01,15:51,cash,0.13,0.0,0.13,0.75,January,Tuesday
862-59-8517,c,naypyitaw,normal,female,food and beverages,0.892,0.556,0.593,0.593,2019-01-27,11:17,cash,0.593,0.0,0.593,0.367,January,Sunday
401-18-8016,b,mandalay,member,female,sports and travel,0.98,0.0,0.098,0.098,2019-01-21,17:36,cash,0.098,0.0,0.098,0.817,January,Monday
420-18-8989,a,yangon,member,female,sports and travel,0.461,0.778,0.448,0.448,2019-02-02,15:47,cash,0.448,0.0,0.448,0.933,February,Saturday
277-63-2961,b,mandalay,member,male,sports and travel,0.711,0.0,0.071,0.071,2019-02-03,15:53,credit card,0.071,0.0,0.071,0.233,February,Sunday
573-98-8548,c,naypyitaw,member,female,fashion accessories,0.243,0.0,0.024,0.024,2019-01-05,12:40,ewallet,0.024,0.0,0.024,0.85,January,Saturday
620-02-2046,c,naypyitaw,normal,male,home and lifestyle,0.66,0.111,0.144,0.144,2019-01-27,19:48,ewallet,0.144,0.0,0.144,0.833,January,Sunday
282-35-2475,b,mandalay,normal,female,sports and travel,0.926,0.111,0.197,0.197,2019-03-25,17:53,cash,0.197,0.0,0.197,0.383,March,Monday
511-54-3087,b,mandalay,normal,male,sports and travel,0.872,0.0,0.087,0.087,2019-02-25,16:36,credit card,0.087,0.0,0.087,0.917,February,Monday
726-29-6793,a,yangon,member,male,electronic accessories,0.157,0.778,0.204,0.204,2019-01-28,20:54,ewallet,0.204,0.0,0.204,0.967,January,Monday
387-49-4215,b,mandalay,member,female,sports and travel,0.427,0.222,0.151,0.151,2019-01-08,12:50,cash,0.151,0.0,0.151,0.45,January,Tuesday
862-17-9201,b,mandalay,normal,female,food and beverages,0.823,0.556,0.551,0.551,2019-01-29,10:48,credit card,0.551,0.0,0.551,0.617,January,Tuesday
291-21-5991,b,mandalay,member,male,health and beauty,0.57,0.444,0.331,0.331,2019-03-29,14:28,cash,0.331,0.0,0.331,0.5,March,Friday
602-80-9671,c,naypyitaw,member,female,home and lifestyle,0.065,0.556,0.095,0.095,2019-02-09,17:15,credit card,0.095,0.0,0.095,0.183,February,Saturday
347-72-6115,b,mandalay,member,female,sports and travel,0.897,0.667,0.697,0.697,2019-01-16,18:03,credit card,0.697,0.0,0.697,0.367,January,Wednesday
209-61-0206,a,yangon,normal,female,home and lifestyle,0.365,0.444,0.228,0.228,2019-01-05,17:29,ewallet,0.228,0.0,0.228,0.35,January,Saturday
595-27-4851,a,yangon,normal,female,fashion accessories,0.492,0.667,0.413,0.413,2019-01-27,18:05,ewallet,0.413,0.0,0.413,0.883,January,Sunday
189-52-0236,a,yangon,normal,male,electronic accessories,0.995,0.667,0.766,0.766,2019-03-14,12:07,cash,0.766,0.0,0.766,0.6,March,Thursday
503-07-0930,c,naypyitaw,member,male,sports and travel,0.537,0.667,0.445,0.445,2019-02-23,19:49,credit card,0.445,0.0,0.445,0.7,February,Saturday
413-20-6708,c,naypyitaw,member,female,fashion accessories,0.461,0.0,0.046,0.046,2019-03-18,15:52,ewallet,0.046,0.0,0.046,0.75,March,Monday
425-85-2085,b,mandalay,member,male,health and beauty,0.498,0.444,0.295,0.295,2019-03-29,16:48,ewallet,0.295,0.0,0.295,0.967,March,Friday
521-18-7827,c,naypyitaw,member,male,home and lifestyle,0.326,0.444,0.208,0.208,2019-01-22,20:46,credit card,0.208,0.0,0.208,0.783,January,Tuesday
220-28-1851,a,yangon,normal,male,home and lifestyle,0.274,0.111,0.066,0.066,2019-03-01,18:14,ewallet,0.066,0.0,0.066,0.95,March,Friday
600-38-9738,c,naypyitaw,member,male,sports and travel,0.688,0.444,0.39,0.39,2019-01-17,15:05,credit card,0.39,0.0,0.39,0.05,January,Thursday
734-91-1155,b,mandalay,normal,female,electronic accessories,0.396,0.222,0.142,0.142,2019-03-26,10:34,credit card,0.142,0.0,0.142,0.617,March,Tuesday
451-28-5717,c,naypyitaw,member,female,home and lifestyle,0.813,0.556,0.545,0.545,2019-03-20,11:23,cash,0.545,0.0,0.545,0.55,March,Wednesday
609-81-8548,a,yangon,member,female,home and lifestyle,0.304,0.556,0.239,0.239,2019-02-06,13:55,credit card,0.239,0.0,0.239,0.317,February,Wednesday
133-14-7229,c,naypyitaw,normal,male,health and beauty,0.587,0.111,0.129,0.129,2019-01-01,11:43,cash,0.129,0.0,0.129,0.167,January,Tuesday
534-01-4457,a,yangon,normal,male,food and beverages,0.797,0.556,0.536,0.536,2019-01-27,14:36,credit card,0.536,0.0,0.536,0.667,January,Sunday
719-89-8991,a,yangon,member,female,sports and travel,0.905,0.444,0.499,0.499,2019-02-25,16:03,ewallet,0.499,0.0,0.499,0.517,February,Monday
286-62-6248,b,mandalay,normal,male,fashion accessories,0.324,0.333,0.164,0.164,2019-01-16,20:03,credit card,0.164,0.0,0.164,0.833,January,Wednesday
